date,team,opponent,result,attendance,contest,WL,home_score,away_score,game_number,location,auto_generate
10/07/2024,Wilkes,Penn St.-Berks,L 2-3,63.0,5674995,L,2,3,1,,
10/07/2024,Thiel,Waynesburg,W 3-0,119.0,5674997,W,3,0,1,,
10/07/2024,Purchase,Sarah Lawrence,L 0-3,65.0,5674986,L,0,3,1,,
10/08/2024,Alfred St.,Hilbert,W 3-0,198.0,5675082,W,3,0,1,,
10/08/2024,La Roche,Mount Aloysius,L 2-3,175.0,5675078,L,2,3,1,,
10/08/2024,Penn St.-Altoona,Pitt.-Greensburg,W 3-0,73.0,5675070,W,3,0,1,,
10/08/2024,Penn St.-Behrend,Pitt.-Bradford,W 3-0,143.0,5675089,W,3,0,1,,
10/08/2024,Hardin-Simmons,McMurry,W 3-1,228.0,5675037,W,3,1,1,,
10/08/2024,Howard Payne,Dallas,W 3-1,40.0,5675040,W,3,1,1,,
10/08/2024,Augustana (IL),Elmhurst,L 2-3,212.0,5675062,L,2,3,1,,
10/08/2024,Asbury,Maryville (TN),W 3-0,275.0,5675108,W,3,0,1,,
10/08/2024,Belhaven,Huntingdon,W 3-1,38.0,5675161,W,3,1,1,,
10/08/2024,Brooklyn,CCNY,W 3-0,110.0,5675093,W,3,0,1,,
10/08/2024,John Jay,Medgar Evers,W 3-0,78.0,5675075,W,3,0,1,,
10/08/2024,Maranatha Baptist,Rockford,L 0-3,173.0,5675100,L,0,3,1,,
10/08/2024,Elmira,SUNY Delhi,L 2-3,136.0,5675029,L,2,3,1,,
10/08/2024,Anna Maria,Fitchburg St.,L 1-3,872.0,5675030,L,1,3,1,,
10/08/2024,JWU (Providence),New England Col.,W 3-0,197.0,5682747,W,3,0,1,,
10/08/2024,Regis (MA),Salve Regina,W 3-2,132.0,5675102,W,3,2,1,,
10/08/2024,Saint Joseph (CT),Framingham St.,L 0-3,75.0,5675035,L,0,3,1,,
10/08/2024,Earlham,Ohio Wesleyan,W 3-0,48.0,5675098,W,3,0,1,,
10/08/2024,Rhode Island Col.,Mass. Maritime,W 3-0,315.0,5675104,W,3,0,1,,
10/08/2024,Carleton,Crown (MN),W 3-0,112.0,5675084,W,3,0,1,,
10/08/2024,St. Scholastica,Wis.-Stout,W 3-2,132.0,5675063,W,3,2,1,,
10/08/2024,Beloit,Alverno,W 3-1,63.0,5675064,W,3,1,1,,
10/08/2024,Illinois Col.,Greenville,W 3-1,150.0,5675069,W,3,1,1,,
10/08/2024,Lake Forest,Dominican (IL),L 0-3,100.0,5675085,L,0,3,1,,
10/08/2024,Lawrence,Wis.-Oshkosh,L 0-3,185.0,5675068,L,0,3,1,,
10/08/2024,Tufts,Brandeis,L 2-3,150.0,5675052,L,2,3,1,,
10/08/2024,Babson,Mount Holyoke,W 3-1,0.0,5675091,W,3,1,1,,
10/08/2024,Clark (MA),Wheaton (MA),W 3-2,97.0,5675096,W,3,2,1,,
10/08/2024,Coast Guard,Wellesley,L 2-3,59.0,5675099,L,2,3,1,,
10/08/2024,Emerson,MIT,L 0-3,50.0,5682710,L,0,3,1,,
10/08/2024,Smith,Springfield,L 1-3,175.0,5675072,L,1,3,1,,
10/08/2024,Kean,Stockton,L 0-3,125.0,5675074,L,0,3,1,,
10/08/2024,Montclair St.,Rutgers-Camden,W 3-1,55.0,5675081,W,3,1,1,,
10/08/2024,Ramapo,Rutgers-Newark,L 1-3,103.0,5675107,L,1,3,1,,
10/08/2024,Rowan,Wm. Paterson,W 3-0,77.0,5675071,W,3,0,1,,
10/08/2024,Pacific (OR),Willamette,L 0-3,86.0,5675090,L,0,3,1,,
10/08/2024,Ferrum,Hollins,W 3-0,75.0,5675056,W,3,0,1,,
10/08/2024,Chatham,Franciscan,W 3-2,125.0,5675059,W,3,2,1,,
10/08/2024,Cal Lutheran,Claremont-M-S,L 1-3,100.0,5675088,L,1,3,1,,
10/08/2024,Chapman,Pomona-Pitzer,L 2-3,88.0,5675110,L,2,3,1,,
10/08/2024,La Verne,Redlands,W 3-0,184.0,5675103,W,3,0,1,,
10/08/2024,Occidental,Whittier,L 0-3,0.0,5675109,L,0,3,1,,
10/08/2024,Oswego St.,SUNY Canton,W 3-2,115.0,5675045,W,3,2,1,,
10/08/2024,Brevard,Salem (NC),L 1-3,123.0,5675039,L,1,3,1,,
10/08/2024,Mary Baldwin,Southern Va.,L 0-3,150.0,5682659,L,0,3,1,,
10/09/2024,Loras,Wis.-Platteville,L 0-3,235.0,5675208,L,0,3,1,,
10/09/2024,Marymount (VA),Mary Washington,L 0-3,150.0,5675186,L,0,3,1,,
10/09/2024,Marywood,Wilkes,L 0-3,117.0,5675196,L,0,3,1,,
10/09/2024,Carthage,Ill. Wesleyan,L 0-3,252.0,5675202,L,0,3,1,,
10/09/2024,Millikin,Wheaton (IL),W 3-1,65.0,5675207,W,3,1,1,,
10/09/2024,North Central (IL),North Park,W 3-1,100.0,5675171,W,3,1,1,,
10/09/2024,Agnes Scott,Piedmont,L 0-3,56.0,5675189,L,0,3,1,,
10/09/2024,Curry,U New England,L 0-3,150.0,5675130,L,0,3,1,,
10/09/2024,Endicott,Nichols,W 3-0,120.0,5675165,W,3,0,1,,
10/09/2024,Gordon,Hartford,W 3-0,178.0,5675216,W,3,0,1,,
10/09/2024,Roger Williams,Wentworth,L 2-3,107.0,5675224,L,2,3,1,,
10/09/2024,Suffolk,Western New Eng.,W 3-2,76.0,5675223,W,3,2,1,,
10/09/2024,Bryn Mawr,Swarthmore,L 0-3,65.0,5675234,L,0,3,1,,
10/09/2024,Dickinson,Franklin & Marshall,L 0-3,75.0,5675230,L,0,3,1,,
10/09/2024,Gettysburg,Johns Hopkins,L 0-3,50.0,5675229,L,0,3,1,,
10/09/2024,McDaniel,Washington Col.,L 0-3,34.0,5675204,L,0,3,1,,
10/09/2024,Muhlenberg,Ursinus,W 3-0,139.0,5675124,W,3,0,1,,
10/09/2024,Alfred,Rochester (NY),L 0-3,102.0,5675175,L,0,3,1,,
10/09/2024,Colby-Sawyer,Salem St.,W 3-0,55.0,5675141,W,3,0,1,,
10/09/2024,Elms,Mitchell,L 2-3,90.0,5675201,L,2,3,1,,
10/09/2024,Emmanuel (MA),Rivier,L 2-3,106.0,5675199,L,2,3,1,,
10/09/2024,Lasell,Simmons,W 3-0,100.0,5675226,W,3,0,1,,
10/09/2024,St. Joseph's (ME),Bates,L 1-3,100.0,5675133,L,1,3,1,,
10/09/2024,Anderson (IN),Mt. St. Joseph,L 2-3,139.0,5675164,L,2,3,1,,
10/09/2024,Bluffton,Wittenberg,L 1-3,150.0,5675209,L,1,3,1,,
10/09/2024,Transylvania,Spalding,W 3-0,153.0,5675193,W,3,0,1,,
10/09/2024,Scranton,Ithaca,L 0-3,104.0,5675147,L,0,3,1,,
10/09/2024,Bard,SUNY Delhi,W 3-0,67.0,5675210,W,3,0,1,,
10/09/2024,Eastern Conn. St.,Rhode Island Col.,W 3-2,315.0,5675227,W,3,2,1,,
10/09/2024,Keene St.,Westfield St.,L 1-3,196.0,5675182,L,1,3,1,,
10/09/2024,Plymouth St.,Southern Me.,W 3-0,76.0,5675116,W,3,0,1,,
10/09/2024,UMass Boston,UMass Dartmouth,L 1-3,172.0,5675155,L,1,3,1,,
10/09/2024,Albright,York (PA),L 1-3,107.0,5675235,L,1,3,1,,
10/09/2024,Alvernia,Hood,L 2-3,83.0,5675187,L,2,3,1,,
10/09/2024,Eastern,Stevenson,W 3-0,146.0,5675172,W,3,0,1,,
10/09/2024,Messiah,Widener,W 3-0,637.0,5675214,W,3,0,1,,
10/09/2024,Arcadia,Lebanon Valley,L 1-3,150.0,5675195,L,1,3,1,,
10/09/2024,DeSales,King's (PA),W 3-0,75.0,5675188,W,3,0,1,,
10/09/2024,Delaware Valley,Misericordia,L 1-3,50.0,5675228,L,1,3,1,,
10/09/2024,FDU-Florham,Stevens,L 0-3,105.0,5675197,L,0,3,1,,
10/09/2024,Bridgewater St.,Lesley,W 3-0,75.0,5675144,W,3,0,1,,
10/09/2024,Bethel (MN),Hamline,W 3-0,120.0,5675191,W,3,0,1,,
10/09/2024,Albion,Olivet,W 3-1,255.0,5675159,W,3,1,1,,
10/09/2024,Alma,Kalamazoo,W 3-1,193.0,5675205,W,3,1,1,,
10/09/2024,St. Mary's (IN),Trine,L 1-3,121.0,5675185,L,1,3,1,,
10/09/2024,Benedictine (IL),IIT,W 3-1,45.0,5675215,W,3,1,1,,
10/09/2024,Denison,Wooster,W 3-1,111.0,5675180,W,3,1,1,,
10/09/2024,Baldwin Wallace,Ohio Northern,W 3-1,84.0,5675183,W,3,1,1,,
10/09/2024,Capital,Heidelberg,L 0-3,252.0,5675213,L,0,3,1,,
10/09/2024,John Carroll,Mount Union,L 1-3,347.0,5675206,L,1,3,1,,
10/09/2024,Marietta,Otterbein,W 3-1,321.0,5675203,W,3,1,1,,
10/09/2024,Muskingum,Wilmington (OH),W 3-0,97.0,5675184,W,3,0,1,,
10/09/2024,Averett,Roanoke,L 2-3,225.0,5675158,L,2,3,1,,
10/09/2024,Bridgewater (VA),Wash. & Lee,L 1-3,275.0,5675162,L,1,3,1,,
10/09/2024,East. Mennonite,Shenandoah,L 1-3,97.0,5681193,L,1,3,1,,
10/09/2024,Lynchburg,Va. Wesleyan,L 2-3,104.0,5682676,L,2,3,1,,
10/09/2024,Bethany (WV),Grove City,L 2-3,75.0,5675149,L,2,3,1,,
10/09/2024,Geneva,Waynesburg,W 3-0,131.0,5675169,W,3,0,1,,
10/09/2024,Saint Vincent,Wash. & Jeff.,W 3-2,451.0,5675166,W,3,2,1,,
10/09/2024,Thiel,Westminster (PA),L 0-3,91.0,5675212,L,0,3,1,,
10/09/2024,Westminster (MO),WashU,L 1-3,127.0,5675225,L,1,3,1,,
10/09/2024,Farmingdale St.,UMSV,W 3-0,44.0,5675135,W,3,0,1,,
10/09/2024,Manhattanville,Mt. St. Mary (NY),W 3-0,78.0,5675139,W,3,0,1,,
10/09/2024,Merchant Marine,St. Joseph's (L.I.),W 3-0,82.0,5675233,W,3,0,1,,
10/09/2024,Old Westbury,Purchase,L 2-3,75.0,5675111,L,2,3,1,,
10/09/2024,Northwestern-St. Paul,Wis.-Eau Claire,L 1-3,385.0,5675170,L,1,3,1,,
10/09/2024,Greensboro,Pfeiffer,W 3-0,150.0,5675168,W,3,0,1,,
10/09/2024,Meredith,William Peace,W 3-0,214.0,5675194,W,3,0,1,,
10/09/2024,Methodist,N.C. Wesleyan,W 3-1,108.0,5675179,W,3,1,1,,
10/09/2024,Bryn Athyn,Notre Dame (MD),L 0-3,30.0,5675176,L,0,3,1,,
10/09/2024,Cairn,Penn St.-Berks,W 3-0,43.0,5675220,W,3,0,1,,
10/09/2024,Cedar Crest,Gallaudet,L 0-3,161.0,5675236,L,0,3,1,,
10/09/2024,Keystone,Valley Forge,W 3-0,15.0,5675218,W,3,0,1,,
10/09/2024,Lancaster Bible,Penn St.-Abington,W 3-0,234.0,5675232,W,3,0,1,,
10/09/2024,Penn College,Penn St. Brandywine,L 0-3,200.0,5675150,L,0,3,1,,
10/09/2024,Rosemont,St. Mary's (MD),L 0-3,40.0,5675198,L,0,3,1,,
10/09/2024,Saint Elizabeth,Wilson,W 3-2,78.0,5675200,W,3,2,1,,
10/10/2024,Centenary (NJ),Ramapo,W 3-2,48.0,5809640,W,3,2,1,,
10/10/2024,Gwynedd Mercy,Rutgers-Camden,W 3-2,75.0,5675312,W,3,2,1,,
10/10/2024,Nichols,Wheaton (MA),L 0-3,45.0,5675286,L,0,3,1,,
10/10/2024,Brooklyn,New Jersey City,W 3-1,100.0,5675303,W,3,1,1,,
10/10/2024,Medgar Evers,Old Westbury,L 0-3,92.0,5675291,L,0,3,1,,
10/10/2024,Worcester St.,Clark (MA),L 0-3,128.0,5675324,L,0,3,1,,
10/10/2024,Knox,Blackburn,L 0-3,100.0,5675288,L,0,3,1,,
10/10/2024,Alverno,Concordia Wisconsin,L 0-3,109.0,5675323,L,0,3,1,,
10/10/2024,Aurora,Wis. Lutheran,W 3-1,124.0,5675268,W,3,1,1,,
10/10/2024,Concordia Chicago,Edgewood,L 0-3,263.0,5675267,L,0,3,1,,
10/10/2024,Dominican (IL),Rockford,W 3-0,100.0,5675318,W,3,0,1,,
10/10/2024,Lakeland,MSOE,W 3-2,108.0,5675309,W,3,2,1,,
10/10/2024,Marian (WI),St. Norbert,L 1-3,331.0,5675310,L,1,3,1,,
10/10/2024,Amherst,Springfield,L 0-3,220.0,5681199,L,0,3,1,,
10/10/2024,Caltech,Whittier,L 0-3,40.0,5675270,L,0,3,1,,
10/10/2024,SUNY Maritime,St. Joseph's (Brkln),L 0-3,78.0,5675112,L,0,3,1,,
10/11/2024,East Tex. Baptist,LeTourneau,W 3-0,175.0,5675446,W,3,0,1,,
10/11/2024,Hardin-Simmons,Mary Hardin-Baylor,W 3-0,89.0,5675491,W,3,0,1,,
10/11/2024,Buena Vista,Luther,L 1-3,106.0,5675380,L,1,3,1,,
10/11/2024,Central (IA),Dubuque,L 2-3,190.0,5675478,L,2,3,1,,
10/11/2024,Coe,Neb. Wesleyan,W 3-0,113.0,5675476,W,3,0,1,,
10/11/2024,Loras,Simpson,W 3-1,189.0,5675415,W,3,1,1,,
10/11/2024,Wartburg,Ill. Wesleyan,L 2-3,108.0,5675339,L,2,3,1,,
10/11/2024,Wartburg,Elmhurst,L 1-3,158.0,5675503,L,1,3,1,,
10/11/2024,Augustana (IL),Wis.-Stout,L 0-3,133.0,5675365,L,0,3,1,,
10/11/2024,Augustana (IL),Wis.-Stevens Point,L 0-3,245.0,5675605,L,0,3,1,,
10/11/2024,Carroll (WI),Mt. St. Joseph,L 2-3,55.0,5675601,L,2,3,1,,
10/11/2024,Ill. Wesleyan,UW-River Falls,W 3-0,115.0,5675350,W,3,0,1,,
10/11/2024,Millikin,Calvin,W 3-0,301.0,5675594,W,3,0,1,,
10/11/2024,North Central (IL),Kalamazoo,W 3-0,110.0,5675374,W,3,0,1,,
10/11/2024,North Park,Wis.-Eau Claire,L 2-3,160.0,5675542,L,2,3,1,,
10/11/2024,Wheaton (IL),Wis.-Oshkosh,L 0-3,125.0,5675606,L,0,3,1,,
10/11/2024,Endicott,Emerson,W 3-2,77.0,5675359,W,3,2,1,,
10/11/2024,Hartford,Mount Holyoke,L 1-3,85.0,5675454,L,1,3,1,,
10/11/2024,Nichols,Widener,L 0-3,207.0,5675394,L,0,3,1,,
10/11/2024,Wentworth,Maine Maritime,W 3-1,78.0,5675590,W,3,1,1,,
10/11/2024,Hunter,York (NY),W 3-0,78.0,5675472,W,3,0,1,,
10/11/2024,McDaniel,Ursinus,L 1-3,235.0,5682711,L,1,3,1,,
10/11/2024,Swarthmore,Baldwin Wallace,W 3-1,146.0,5675602,W,3,1,1,,
10/11/2024,Alfred,Utica,W 3-1,50.0,5675506,W,3,1,1,,
10/11/2024,Elmira,SUNY Geneseo,L 0-3,78.0,5675428,L,0,3,1,,
10/11/2024,Hartwick,St. John Fisher,L 1-3,0.0,5675423,L,1,3,1,,
10/11/2024,Houghton,SUNY Poly,W 3-0,64.0,5675559,W,3,0,1,,
10/11/2024,Keuka,SUNY Brockport,L 0-3,125.0,5675492,L,0,3,1,,
10/11/2024,Nazareth,Russell Sage,W 3-1,159.0,5675532,W,3,1,1,,
10/11/2024,JWU (Providence),Regis (MA),W 3-2,151.0,5675578,W,3,2,1,,
10/11/2024,Earlham,Manchester,L 2-3,75.0,5675599,L,2,3,1,,
10/11/2024,Catholic,Drew,W 3-1,47.0,5675582,W,3,1,1,,
10/11/2024,Elizabethtown,Juniata,L 0-3,279.0,5675577,L,0,3,1,,
10/11/2024,Goucher,Scranton,L 0-3,72.0,5675579,L,0,3,1,,
10/11/2024,Lycoming,Susquehanna,L 0-3,165.0,5675517,L,0,3,1,,
10/11/2024,Bard,RIT,L 1-3,150.0,5675524,L,1,3,1,,
10/11/2024,Ithaca,Union (NY),W 3-0,125.0,5675535,W,3,0,1,,
10/11/2024,Vassar,William Smith,L 0-3,111.0,5675545,L,0,3,1,,
10/11/2024,Albright,Arcadia,W 3-0,75.0,5675557,W,3,0,1,,
10/11/2024,Fitchburg St.,Worcester St.,L 2-3,55.0,5675452,L,2,3,1,,
10/11/2024,Framingham St.,Westfield St.,L 0-3,196.0,5675539,L,0,3,1,,
10/11/2024,Augsburg,Saint Mary's (MN),W 3-0,150.0,5675555,W,3,0,1,,
10/11/2024,Carleton,St. Olaf,L 0-3,380.0,5675527,L,0,3,1,,
10/11/2024,Concordia-M'head,St. Catherine,L 0-3,67.0,5675560,L,0,3,1,,
10/11/2024,Gustavus Adolphus,St. Scholastica,W 3-0,223.0,5675546,W,3,0,1,,
10/11/2024,Macalester,Saint Benedict,L 1-3,245.0,5675541,L,1,3,1,,
10/11/2024,Beloit,Lake Forest,L 0-3,224.0,5675556,L,0,3,1,,
10/11/2024,Cornell College,Wis.-Platteville,L 2-3,1745.0,5675566,L,2,3,1,,
10/11/2024,Illinois Col.,Monmouth (IL),L 1-3,150.0,5675514,L,1,3,1,,
10/11/2024,Bates,Connecticut Col.,L 2-3,150.0,5675562,L,2,3,1,,
10/11/2024,Bowdoin,Middlebury,L 2-3,305.0,5675597,L,2,3,1,,
10/11/2024,Colby,Williams,W 3-2,75.0,5675604,W,3,2,1,,
10/11/2024,Hamilton,Wesleyan (CT),L 1-3,60.0,5675598,L,1,3,1,,
10/11/2024,Trinity (CT),Tufts,L 2-3,124.0,5675564,L,2,3,1,,
10/11/2024,Salve Regina,WPI,W 3-0,122.0,5675587,W,3,0,1,,
10/11/2024,George Fox,Lewis & Clark,W 3-1,166.0,5675567,W,3,1,1,,
10/11/2024,Linfield,Willamette,L 0-3,134.0,5675537,L,0,3,1,,
10/11/2024,Pacific Lutheran,Whitworth,L 1-3,418.0,5675570,L,1,3,1,,
10/11/2024,Puget Sound,Whitman,W 3-0,400.0,5675576,W,3,0,1,,
10/11/2024,Lesley,Thomas (ME),L 0-3,25.0,5675565,L,0,3,1,,
10/11/2024,SUNY Cobleskill,VTSU Lyndon,W 3-0,29.0,5675589,W,3,0,1,,
10/11/2024,Capital,John Carroll,L 0-3,126.0,5675511,L,0,3,1,,
10/11/2024,Guilford,Randolph,W 3-0,65.0,5675467,W,3,0,1,,
10/11/2024,Allegheny,Bethany (WV),W 3-1,128.0,5675501,W,3,1,1,,
10/11/2024,Chatham,Carnegie Mellon,L 0-3,195.0,5675574,L,0,3,1,,
10/11/2024,Berry,Rhodes,W 3-0,67.0,5675475,W,3,0,1,,
10/11/2024,Colorado Col.,St. Thomas (TX),W 3-1,175.0,5675575,W,3,1,1,,
10/11/2024,McMurry,Texas Lutheran,L 0-3,100.0,5675447,L,0,3,1,,
10/11/2024,Cal Lutheran,Pomona-Pitzer,L 2-3,121.0,5675600,L,2,3,1,,
10/11/2024,Chapman,Occidental,W 3-0,135.0,5675585,W,3,0,1,,
10/11/2024,Claremont-M-S,La Verne,L 1-3,477.0,5675571,L,1,3,1,,
10/11/2024,MUW,Webster,L 0-3,97.0,5675484,L,0,3,1,,
10/11/2024,Buffalo St.,SUNY New Paltz,W 3-1,50.0,5675414,W,3,1,1,,
10/11/2024,Cortland,Plattsburgh St.,W 3-0,145.0,5675367,W,3,0,1,,
10/11/2024,Fredonia,SUNY Oneonta,W 3-1,63.0,5675458,W,3,1,1,,
10/11/2024,SUNY Morrisville,SUNY Potsdam,W 3-1,24.0,5675463,W,3,1,1,,
10/11/2024,Bethany Lutheran,Wis.-Superior,L 0-3,310.0,5675563,L,0,3,1,,
10/11/2024,Martin Luther,Northland,W 3-0,87.0,5675523,W,3,0,1,,
10/11/2024,Minn.-Morris,North Central (MN),W 3-0,79.0,5675518,W,3,0,1,,
10/12/2024,Alfred St.,Carlow,W 3-0,83.0,5675626,W,3,0,1,,
10/12/2024,Hilbert,Penn St.-Altoona,L 1-3,160.0,5675734,L,1,3,1,,
10/12/2024,La Roche,Pitt.-Bradford,W 3-0,125.0,5675752,W,3,0,1,,
10/12/2024,Mount Aloysius,Penn St.-Behrend,W 3-2,112.0,5675774,W,3,2,1,,
10/12/2024,Pitt.-Greensburg,Geneva,L 0-3,53.0,5675620,L,0,3,1,,
10/12/2024,Pitt.-Greensburg,Dickinson,L 0-3,77.0,5675823,L,0,3,1,,
10/12/2024,Howard Payne,Mary Hardin-Baylor,L 1-3,210.0,5675765,L,1,3,1,,
10/12/2024,Buena Vista,Coe,L 0-3,256.0,5675640,L,0,3,1,,
10/12/2024,Central (IA),Loras,W 3-2,120.0,5675731,W,3,2,1,,
10/12/2024,Dubuque,Simpson,W 3-0,130.0,5675641,W,3,0,1,,
10/12/2024,Luther,Neb. Wesleyan,L 1-3,139.0,5675656,L,1,3,1,,
10/12/2024,Wartburg,Albion,L 2-3,97.0,5675652,L,2,3,1,,
10/12/2024,Gwynedd Mercy,Neumann,L 1-3,49.0,5675673,L,1,3,1,,
10/12/2024,Marymount (VA),Bridgewater (VA),L 1-3,157.0,5682666,L,1,3,1,,
10/12/2024,Marywood,Goucher,W 3-1,44.0,5675876,W,3,1,1,,
10/12/2024,Marywood,Drew,L 0-3,51.0,5675950,L,0,3,1,,
10/12/2024,Pratt,Lasell,L 0-3,39.0,5675642,L,0,3,1,,
10/12/2024,Pratt,Suffolk,L 0-3,0.0,5675802,L,0,3,1,,
10/12/2024,Chris. Newport,Mary Washington,W 3-0,200.0,5675664,W,3,0,1,,
10/12/2024,Chris. Newport,UC Santa Cruz,L 1-3,100.0,5675809,L,1,3,1,,
10/12/2024,Mary Washington,Salisbury,L 1-3,75.0,5675990,L,1,3,1,,
10/12/2024,Salisbury,UC Santa Cruz,W 3-1,75.0,5675648,W,3,1,1,,
10/12/2024,Augustana (IL),Wis.-Oshkosh,L 0-3,138.0,5675650,L,0,3,1,,
10/12/2024,Augustana (IL),Wis.-Eau Claire,L 0-3,47.0,5675806,L,0,3,1,,
10/12/2024,Carroll (WI),Calvin,L 0-3,202.0,5675703,L,0,3,1,,
10/12/2024,Carroll (WI),Kenyon,W 3-0,64.0,5675708,W,3,0,1,,
10/12/2024,Elmhurst,UW-River Falls,W 3-1,157.0,5675887,W,3,1,1,,
10/12/2024,Millikin,Baldwin Wallace,W 3-0,0.0,5675624,W,3,0,1,,
10/12/2024,Millikin,Swarthmore,W 3-0,543.0,5675811,W,3,0,1,,
10/12/2024,North Park,Wis.-Whitewater,L 0-3,197.0,5675997,L,0,3,1,,
10/12/2024,Wheaton (IL),Wis.-Stout,W 3-0,75.0,5675651,W,3,0,1,,
10/12/2024,Wheaton (IL),Wis.-Stevens Point,L 1-3,185.0,5675782,L,1,3,1,,
10/12/2024,Agnes Scott,LaGrange,L 1-3,105.0,5675614,L,1,3,1,,
10/12/2024,Agnes Scott,Maryville (TN),L 0-3,180.0,5675954,L,0,3,1,,
10/12/2024,Asbury,Huntingdon,W 3-1,150.0,5675723,W,3,1,1,,
10/12/2024,Asbury,Piedmont,W 3-0,125.0,5675890,W,3,0,1,,
10/12/2024,Belhaven,Covenant,L 1-3,100.0,5675702,L,1,3,1,,
10/12/2024,Belhaven,Wesleyan (GA),W 3-0,20.0,5675877,W,3,0,1,,
10/12/2024,Covenant,Wesleyan (GA),W 3-0,100.0,5675840,W,3,0,1,,
10/12/2024,Huntingdon,Piedmont,W 3-2,20.0,5675918,W,3,2,1,,
10/12/2024,LaGrange,Maryville (TN),L 0-3,130.0,5835008,L,0,3,1,,
10/12/2024,Curry,Fitchburg St.,L 1-3,55.0,5675635,L,1,3,1,,
10/12/2024,Curry,Southern Me.,L 0-3,21.0,5675799,L,0,3,1,,
10/12/2024,Gordon,WestConn,W 3-2,80.0,5675803,W,3,2,1,,
10/12/2024,Gordon,Plymouth St.,L 1-3,90.0,5675902,L,1,3,1,,
10/12/2024,Nichols,Babson,L 0-3,124.0,5675917,L,0,3,1,,
10/12/2024,Nichols,Rivier,W 3-0,110.0,5675763,W,3,0,1,,
10/12/2024,Roger Williams,Norwich,W 3-0,78.0,5675791,W,3,0,1,,
10/12/2024,Suffolk,Lasell,W 3-2,1001.0,5675912,W,3,2,1,,
10/12/2024,Western New Eng.,VTSU Castleton,W 3-2,0.0,5675880,W,3,2,1,,
10/12/2024,Western New Eng.,Eastern Conn. St.,W 3-0,0.0,5675946,W,3,0,1,,
10/12/2024,Baruch,Montclair St.,L 0-3,26.0,5675681,L,0,3,1,,
10/12/2024,Hunter,Kean,L 0-3,58.0,5675699,L,0,3,1,,
10/12/2024,Bryn Mawr,Franklin & Marshall,L 0-3,75.0,5682671,L,0,3,1,,
10/12/2024,Dickinson,Geneva,W 3-1,45.0,5675706,W,3,1,1,,
10/12/2024,Gettysburg,Haverford,W 3-1,54.0,5675795,W,3,1,1,,
10/12/2024,Johns Hopkins,Muhlenberg,W 3-0,115.0,5675660,W,3,0,1,,
10/12/2024,Johns Hopkins,Stockton,W 3-1,62.0,5675875,W,3,1,1,,
10/12/2024,Muhlenberg,Stockton,L 0-3,103.0,5675930,L,0,3,1,,
10/12/2024,Swarthmore,Hope,L 0-3,139.0,5675639,L,0,3,1,,
10/12/2024,Alfred,SUNY Poly,W 3-0,66.0,5675759,W,3,0,1,,
10/12/2024,Elmira,SUNY Brockport,L 0-3,63.0,5675862,L,0,3,1,,
10/12/2024,Hartwick,Nazareth,L 1-3,147.0,5675835,L,1,3,1,,
10/12/2024,Houghton,Utica,W 3-0,50.0,5675925,W,3,0,1,,
10/12/2024,Keuka,SUNY Geneseo,L 2-3,119.0,5675729,L,2,3,1,,
10/12/2024,Russell Sage,St. John Fisher,L 0-3,80.0,5675742,L,0,3,1,,
10/12/2024,Albertus Magnus,New England Col.,L 1-3,180.0,5675638,L,1,3,1,,
10/12/2024,Albertus Magnus,St. Joseph's (ME),L 1-3,108.0,5675907,L,1,3,1,,
10/12/2024,Anna Maria,Colby-Sawyer,L 0-3,55.0,5675785,L,0,3,1,,
10/12/2024,Dean,Mitchell,W 3-0,68.0,5675776,W,3,0,1,,
10/12/2024,New England Col.,St. Joseph's (ME),L 2-3,120.0,5675801,L,2,3,1,,
10/12/2024,Rivier,Babson,L 0-3,92.0,5675636,L,0,3,1,,
10/12/2024,Simmons,Smith,L 0-3,50.0,5675928,L,0,3,1,,
10/12/2024,Berea,Hanover,L 1-3,35.0,5675786,L,1,3,1,,
10/12/2024,Bluffton,Franklin,W 3-0,75.0,5675715,W,3,0,1,,
10/12/2024,Bluffton,Alma,W 3-0,50.0,5675959,W,3,0,1,,
10/12/2024,Franklin,Alma,W 3-2,,5675914,W,3,2,1,,
10/12/2024,Mt. St. Joseph,Kenyon,W 3-0,62.0,5675649,W,3,0,1,,
10/12/2024,Mt. St. Joseph,Calvin,L 0-3,271.0,5675810,L,0,3,1,,
10/12/2024,Rose-Hulman,Transylvania,L 0-3,125.0,5675737,L,0,3,1,,
10/12/2024,Catholic,Scranton,L 0-3,94.0,5675694,L,0,3,1,,
10/12/2024,Catholic,Springfield,L 0-3,56.0,5675884,L,0,3,1,,
10/12/2024,Drew,Goucher,W 3-0,43.0,5675692,W,3,0,1,,
10/12/2024,Elizabethtown,Lycoming,W 3-1,95.0,5675658,W,3,1,1,,
10/12/2024,Juniata,Susquehanna,W 3-0,187.0,5675689,W,3,0,1,,
10/12/2024,Juniata,Wash. & Lee,W 3-0,167.0,5675977,W,3,0,1,,
10/12/2024,Moravian,Delaware Valley,W 3-0,55.0,5675721,W,3,0,1,,
10/12/2024,Scranton,Springfield,L 0-3,104.0,5675980,L,0,3,1,,
10/12/2024,Susquehanna,Wash. & Lee,L 0-3,115.0,5675883,L,0,3,1,,
10/12/2024,Bard,William Smith,L 0-3,77.0,5675843,L,0,3,1,,
10/12/2024,Clarkson,Skidmore,L 1-3,37.0,5675749,L,1,3,1,,
